"Plot Title: CT_332_LowSGD"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739332, SEN S/N: 20739332)","Temp, °C (LGR S/N: 20739332, SEN S/N: 20739332)"
1,02/09/23 03:30:00 PM,41274.0,36.02
2,02/09/23 03:35:00 PM,41274.0,36.03
3,02/09/23 03:40:00 PM,41336.2,36.11
4,02/09/23 03:45:00 PM,41314.0,36.19
5,02/09/23 03:50:00 PM,41358.5,36.22
6,02/09/23 03:55:00 PM,41420.9,36.27
7,02/09/23 04:00:00 PM,41389.7,36.27
8,02/09/23 04:05:00 PM,41394.1,36.29
9,02/09/23 04:10:00 PM,41412.0,36.39
10,02/09/23 04:15:00 PM,41385.2,36.37
11,02/09/23 04:20:00 PM,41416.4,36.36
12,02/09/23 04:25:00 PM,41412.0,36.39
13,02/09/23 04:30:00 PM,41389.7,36.47
14,02/09/23 04:35:00 PM,41416.4,36.55
15,02/09/23 04:40:00 PM,41412.0,36.50
16,02/09/23 04:45:00 PM,41416.4,36.56
17,02/09/23 04:50:00 PM,41416.4,36.60
18,02/09/23 04:55:00 PM,41465.6,36.58
19,02/09/23 05:00:00 PM,41447.7,36.61
20,02/09/23 05:05:00 PM,41474.5,36.63
21,02/09/23 05:10:00 PM,41488.0,36.65
22,02/09/23 05:15:00 PM,41407.5,36.65
23,02/09/23 05:20:00 PM,41443.2,36.66
24,02/09/23 05:25:00 PM,41461.1,36.68
25,02/09/23 05:30:00 PM,41461.1,36.59
26,02/09/23 05:35:00 PM,41443.2,36.66
27,02/09/23 05:40:00 PM,41416.4,36.64
28,02/09/23 05:45:00 PM,41407.5,36.64
29,02/09/23 05:50:00 PM,41407.5,36.61
30,02/09/23 05:55:00 PM,41394.1,36.60
31,02/09/23 06:00:00 PM,41398.6,36.55
32,02/09/23 06:05:00 PM,41336.2,36.56
33,02/09/23 06:10:00 PM,41354.0,36.54
34,02/09/23 06:15:00 PM,41354.0,36.51
35,02/09/23 06:20:00 PM,41278.5,36.45
