date,LoggerID,FullLoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2023-02-04T14:00:00Z,320,CT_320_LowSGD_20230226,28.4,57413,35.52735996301483
2023-02-04T14:05:00Z,320,CT_320_LowSGD_20230226,28.169999999999998,57539.100000000006,35.789161842431064
2023-02-04T14:10:00Z,320,CT_320_LowSGD_20230226,28.069999999999997,57539.100000000006,35.86516535963755
2023-02-04T14:15:00Z,320,CT_320_LowSGD_20230226,28.06,57571.3,35.895429372259095
2023-02-04T14:20:00Z,320,CT_320_LowSGD_20230226,27.929999999999996,57631.8,36.037422289901336
2023-02-04T14:25:00Z,320,CT_320_LowSGD_20230226,27.769999999999996,57680.4,36.194849788003225
2023-02-04T14:30:00Z,320,CT_320_LowSGD_20230226,27.769999999999996,57684.4,36.19768241200351
2023-02-04T14:35:00Z,320,CT_320_LowSGD_20230226,27.709999999999997,57716.9,36.26709058409415
2023-02-04T14:40:00Z,320,CT_320_LowSGD_20230226,27.7,57733.100000000006,36.28632362870099
2023-02-04T14:45:00Z,320,CT_320_LowSGD_20230226,27.639999999999997,57788.100000000006,36.37191712119187
2023-02-04T14:50:00Z,320,CT_320_LowSGD_20230226,27.599999999999998,57830.9,36.43345809058789
2023-02-04T14:55:00Z,320,CT_320_LowSGD_20230226,27.689999999999998,57812.600000000006,36.35048468326144
2023-02-04T15:00:00Z,320,CT_320_LowSGD_20230226,27.589999999999996,57849.3,36.454336703193896
2023-02-04T15:05:00Z,320,CT_320_LowSGD_20230226,27.529999999999998,57859.600000000006,36.50849025489547
2023-02-04T15:10:00Z,320,CT_320_LowSGD_20230226,27.439999999999998,57890.3,36.60083223300013
2023-02-04T15:15:00Z,320,CT_320_LowSGD_20230226,27.33,57890.3,36.68727578581017
2023-02-04T15:20:00Z,320,CT_320_LowSGD_20230226,27.29,57923.100000000006,36.74228666254862
2023-02-04T15:25:00Z,320,CT_320_LowSGD_20230226,27.229999999999997,57927.2,36.79262213113492
2023-02-04T15:30:00Z,320,CT_320_LowSGD_20230226,27.229999999999997,57966.3,36.82066713980753
2023-02-04T15:35:00Z,320,CT_320_LowSGD_20230226,26.81,30973.2,18.493761889262885
2023-02-04T15:40:00Z,320,CT_320_LowSGD_20230226,28.779999999999998,31846.100000000002,18.29369612429226
2023-02-04T15:45:00Z,320,CT_320_LowSGD_20230226,27.589999999999996,30743.2,18.041515930430833
2023-02-04T15:50:00Z,320,CT_320_LowSGD_20230226,27.519999999999996,30633.100000000002,17.99703240767204
2023-02-04T15:55:00Z,320,CT_320_LowSGD_20230226,27.429999999999996,30530.2,17.964690825452067
2023-02-04T16:00:00Z,320,CT_320_LowSGD_20230226,27.249999999999996,30484.800000000003,18.00381703329153
2023-02-04T16:05:00Z,320,CT_320_LowSGD_20230226,27.429999999999996,30492,17.939967931451793
2023-02-04T16:10:00Z,320,CT_320_LowSGD_20230226,27.65,30494.2,17.858223304979003
2023-02-04T16:15:00Z,320,CT_320_LowSGD_20230226,29.429999999999996,57945.7,35.13206574588085
2023-02-04T16:20:00Z,320,CT_320_LowSGD_20230226,29.459999999999997,57845.2,35.04147724697791
2023-02-04T16:25:00Z,320,CT_320_LowSGD_20230226,29.429999999999996,57794.2,35.028515349080806
2023-02-04T16:30:00Z,320,CT_320_LowSGD_20230226,29.439999999999998,57735.2,34.98091883567857
2023-02-04T16:35:00Z,320,CT_320_LowSGD_20230226,29.429999999999996,57716.9,34.9756999735205
2023-02-04T16:40:00Z,320,CT_320_LowSGD_20230226,29.459999999999997,57688.5,34.93447664724472
2023-02-04T16:45:00Z,320,CT_320_LowSGD_20230226,29.429999999999996,57672.3,34.94523285445902
2023-02-04T16:50:00Z,320,CT_320_LowSGD_20230226,29.409999999999997,57648,34.94318395297444
2023-02-04T16:55:00Z,320,CT_320_LowSGD_20230226,29.409999999999997,57629.8,34.93074805789733
2023-02-04T17:00:00Z,320,CT_320_LowSGD_20230226,29.409999999999997,57623.8,34.92664847043139
2023-02-04T17:05:00Z,320,CT_320_LowSGD_20230226,29.38,57595.5,34.92913284202397
2023-02-04T17:10:00Z,320,CT_320_LowSGD_20230226,29.389999999999997,57597.5,34.92322403544224
2023-02-04T17:15:00Z,320,CT_320_LowSGD_20230226,29.38,57567.3,34.909855170854016
2023-02-04T17:20:00Z,320,CT_320_LowSGD_20230226,29.369999999999997,57559.3,34.91165968183446
