"Plot Title: CT_323_HighSGD"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739323, SEN S/N: 20739323)","Temp, °C (LGR S/N: 20739323, SEN S/N: 20739323)"
1,02/04/23 10:35:00 AM,0.0,24.52
2,02/04/23 10:40:00 AM,0.0,24.55
3,02/04/23 10:45:00 AM,0.0,24.49
4,02/04/23 10:50:00 AM,0.0,24.42
5,02/04/23 10:55:00 AM,0.0,24.45
6,02/04/23 11:00:00 AM,0.0,24.35
7,02/04/23 11:05:00 AM,0.0,24.22
8,02/04/23 11:10:00 AM,0.0,24.09
9,02/04/23 11:15:00 AM,0.0,23.98
10,02/04/23 11:20:00 AM,0.0,23.88
11,02/04/23 11:25:00 AM,0.0,23.80
12,02/04/23 11:30:00 AM,0.0,23.72
13,02/04/23 11:35:00 AM,0.0,23.66
14,02/04/23 11:40:00 AM,0.0,23.59
15,02/04/23 11:45:00 AM,0.0,24.03
16,02/04/23 11:50:00 AM,0.0,24.32
17,02/04/23 11:55:00 AM,0.0,24.27
18,02/04/23 12:00:00 PM,0.0,24.18
19,02/04/23 12:05:00 PM,0.0,24.09
20,02/04/23 12:10:00 PM,0.0,24.03
21,02/04/23 12:15:00 PM,0.0,23.96
22,02/04/23 12:20:00 PM,0.0,23.89
23,02/04/23 12:25:00 PM,0.0,23.83
24,02/04/23 12:30:00 PM,0.0,24.97
25,02/04/23 12:35:00 PM,0.0,26.29
26,02/04/23 12:40:00 PM,0.0,27.04
27,02/04/23 12:45:00 PM,0.0,27.32
28,02/04/23 12:50:00 PM,0.0,27.25
29,02/04/23 12:55:00 PM,0.0,27.07
30,02/04/23 01:00:00 PM,0.0,26.89
31,02/04/23 01:05:00 PM,0.0,26.70
32,02/04/23 01:10:00 PM,0.0,27.02
33,02/04/23 01:15:00 PM,0.0,26.45
34,02/04/23 01:20:00 PM,0.0,25.76
35,02/04/23 01:25:00 PM,0.0,25.85
36,02/04/23 01:30:00 PM,0.0,25.21
37,02/04/23 01:35:00 PM,32225.7,31.47
38,02/04/23 01:40:00 PM,31832.7,31.40
39,02/04/23 01:45:00 PM,31817.5,31.04
40,02/04/23 01:50:00 PM,31812.4,30.69
41,02/04/23 01:55:00 PM,31776.9,30.40
42,02/04/23 02:00:00 PM,31723.8,30.09
43,02/04/23 02:05:00 PM,31660.8,29.61
44,02/04/23 02:10:00 PM,31613.0,29.27
45,02/04/23 02:15:00 PM,31580.4,29.06
46,02/04/23 02:20:00 PM,31620.5,29.03
47,02/04/23 02:25:00 PM,31698.5,29.02
48,02/04/23 02:30:00 PM,31746.5,29.02
49,02/04/23 02:35:00 PM,31820.0,28.98
50,02/04/23 02:40:00 PM,31820.0,28.92
51,02/04/23 02:45:00 PM,31850.5,28.89
52,02/04/23 02:50:00 PM,31868.3,28.89
53,02/04/23 02:55:00 PM,31921.8,28.87
54,02/04/23 03:00:00 PM,31952.5,28.80
55,02/04/23 03:05:00 PM,31926.9,28.65
56,02/04/23 03:10:00 PM,31932.1,28.54
57,02/04/23 03:15:00 PM,31944.8,28.50
58,02/04/23 03:20:00 PM,31957.6,28.48
59,02/04/23 03:25:00 PM,31949.9,28.40
60,02/04/23 03:30:00 PM,31965.3,28.33
61,02/04/23 03:35:00 PM,32001.2,28.26
62,02/04/23 03:40:00 PM,462.1,28.01
63,02/04/23 03:45:00 PM,356.3,27.46
64,02/04/23 03:50:00 PM,708.7,28.30
65,02/04/23 03:55:00 PM,369.6,27.99
66,02/04/23 04:00:00 PM,284.6,28.55
67,02/04/23 04:05:00 PM,531.8,27.84
68,02/04/23 04:10:00 PM,328.9,28.36
69,02/04/23 04:15:00 PM,32158.3,30.48
70,02/04/23 04:20:00 PM,32070.5,30.40
71,02/04/23 04:25:00 PM,32062.8,30.46
72,02/04/23 04:30:00 PM,32003.7,30.46
73,02/04/23 04:35:00 PM,31973.0,30.43
74,02/04/23 04:40:00 PM,31929.5,30.45
75,02/04/23 04:45:00 PM,31924.4,30.48
