"Plot Title: CT_320_LowSGD"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739320, SEN S/N: 20739320)","Temp, °C (LGR S/N: 20739320, SEN S/N: 20739320)"
1,02/09/23 03:30:00 PM,27170.6,31.74
2,02/09/23 03:35:00 PM,27170.6,31.76
3,02/09/23 03:40:00 PM,27184.6,31.85
4,02/09/23 03:45:00 PM,27172.6,31.88
5,02/09/23 03:50:00 PM,27178.6,31.93
6,02/09/23 03:55:00 PM,27178.6,31.97
7,02/09/23 04:00:00 PM,27178.6,32.02
8,02/09/23 04:05:00 PM,27178.6,31.99
9,02/09/23 04:10:00 PM,27180.6,32.07
10,02/09/23 04:15:00 PM,27176.6,32.07
11,02/09/23 04:20:00 PM,27180.6,32.06
12,02/09/23 04:25:00 PM,27180.6,32.06
13,02/09/23 04:30:00 PM,27188.5,32.16
14,02/09/23 04:35:00 PM,27196.5,32.22
15,02/09/23 04:40:00 PM,27190.5,32.20
16,02/09/23 04:45:00 PM,27182.6,32.23
17,02/09/23 04:50:00 PM,27182.6,32.26
18,02/09/23 04:55:00 PM,27194.5,32.22
19,02/09/23 05:00:00 PM,27186.6,32.29
20,02/09/23 05:05:00 PM,27190.5,32.25
21,02/09/23 05:10:00 PM,27198.5,32.29
22,02/09/23 05:15:00 PM,27194.5,32.29
23,02/09/23 05:20:00 PM,27186.6,32.28
24,02/09/23 05:25:00 PM,27206.5,32.28
25,02/09/23 05:30:00 PM,27166.6,32.19
26,02/09/23 05:35:00 PM,27186.6,32.25
27,02/09/23 05:40:00 PM,27186.6,32.20
28,02/09/23 05:45:00 PM,27174.6,32.22
29,02/09/23 05:50:00 PM,27176.6,32.18
30,02/09/23 05:55:00 PM,27162.6,32.16
31,02/09/23 06:00:00 PM,27158.6,32.11
32,02/09/23 06:05:00 PM,27160.6,32.11
33,02/09/23 06:10:00 PM,27152.6,32.08
34,02/09/23 06:15:00 PM,27152.6,32.06
35,02/09/23 06:20:00 PM,27144.7,32.00
36,02/09/23 06:25:00 PM,27152.6,31.99
37,02/09/23 06:30:00 PM,27136.7,31.94
38,02/09/23 06:35:00 PM,27130.7,31.90
39,02/09/23 06:40:00 PM,27126.8,31.88
40,02/09/23 06:45:00 PM,27126.8,31.85
41,02/09/23 06:50:00 PM,27114.8,31.79
42,02/09/23 06:55:00 PM,27112.8,31.73
43,02/09/23 07:00:00 PM,27112.8,31.70
44,02/09/23 07:05:00 PM,27100.9,31.71
45,02/09/23 07:10:00 PM,27116.8,31.67
46,02/09/23 07:15:00 PM,27096.9,31.60
47,02/09/23 07:20:00 PM,27083.0,31.57
48,02/09/23 07:25:00 PM,27098.9,31.57
49,02/09/23 07:30:00 PM,27091.0,31.53
50,02/09/23 07:35:00 PM,27081.1,31.49
51,02/09/23 07:40:00 PM,27089.0,31.45
52,02/09/23 07:45:00 PM,27096.9,31.47
53,02/09/23 07:50:00 PM,27100.9,31.47
54,02/09/23 07:55:00 PM,27073.1,31.44
55,02/09/23 08:00:00 PM,27091.0,31.40
56,02/09/23 08:05:00 PM,27091.0,31.37
57,02/09/23 08:10:00 PM,27089.0,31.37
58,02/09/23 08:15:00 PM,27083.0,31.34
59,02/09/23 08:20:00 PM,27083.0,31.30
60,02/09/23 08:25:00 PM,27081.1,31.26
61,02/09/23 08:30:00 PM,27083.0,31.23
62,02/09/23 08:35:00 PM,27073.1,31.21
63,02/09/23 08:40:00 PM,27089.0,31.19
64,02/09/23 08:45:00 PM,27077.1,31.19
65,02/09/23 08:50:00 PM,27067.2,31.13
66,02/09/23 08:55:00 PM,27071.1,31.11
67,02/09/23 09:00:00 PM,27071.1,31.10
68,02/09/23 09:05:00 PM,27059.2,31.04
69,02/09/23 09:10:00 PM,27059.2,31.02
