date,pre_post,AT,ET,SpeciesID,BW.g,Temp.c,Salinity,PhotoID,Notes,DIcal,SWcal
4/6/2023,post,HIGH,HIGH,PR11HH,20.9048,30.2,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR8HH,14.3253,30.1,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR9HH,21.2836,30.1,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR4HH,17.1024,30,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR7HH,21.48,30,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR10HH,10.7543,30,36.3,,,9,20
4/6/2023,post,HIGH,HIGH,PR6HH,13.6153,29.9,36.3,,,9,20
4/6/2023,post,HIGH,HIGH,PR1HH,10.5021,29.8,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR5HH,11.6117,29.8,36.2,,,9,20
4/6/2023,post,HIGH,HIGH,PR3HH,15.1166,29.7,36.3,,,9,20
4/17/2023,post,HIGH,LOW,LK10HL,13.6315,28.8,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK11HH,14.8906,28.4,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK12HH,11.4168,28.5,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK12HL,13.0067,28.9,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK13HH,24.5447,28.5,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK13HL,18.5001,28.6,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK1HH,7.038,28.4,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK1HL,6.1049,28.9,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK1HL_2,6.0647,28.8,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK2HH,17.6282,28.4,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK2HL,18.277,28.7,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK4HH,15.7341,28.5,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK4HL,10.7401,28.9,36.2,,,10,21
4/17/2023,post,,,DI 10,26.3304,22.5,,,,10,
4/17/2023,post,,,DI 10,26.4005,22.5,,,,10,
4/17/2023,post,,,DI 10,26.1292,22.4,,,,10,
4/17/2023,post,,,SW 21,25.4606,28.8,36.1,,,10,21
4/17/2023,post,,,SW 21,25.6518,28.8,36.1,,,10,21
4/17/2023,post,,,SW 21,25.5432,28.9,36.1,,,10,21
4/17/2023,post,HIGH,HIGH,LK5HH,15.5611,28.4,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK5HL,9.9715,28.8,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK5HL_2,9.9502,28.8,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK6HH,8.4783,28.4,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK7HH,14.0811,28.4,36.3,,,10,21
4/17/2023,post,HIGH,HIGH,LK7HH_2,13.8973,28.3,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK7HL,9.3678,28.6,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK7HL_2,9.4243,28.5,36.2,,,10,21
4/17/2023,post,HIGH,HIGH,LK8HH,13.6113,28.4,36.2,,,10,21
4/17/2023,post,HIGH,LOW,LK9HL,9.5737,28.5,36.2,,,10,21
4/17/2023,post,LOW,LOW,PR3LL,7.0761,28.4,36.2,,,10,21
4/17/2023,post,LOW,LOW,PR5LL,6.7319,28.4,36.2,,,10,21
4/17/2023,post,LOW,LOW,PR7LL,9.6235,28.4,36.2,,,10,21
4/17/2023,post,,,SW 22,25.4625,28.4,36.2,,,10,22
4/17/2023,post,,,SW 22,25.6048,28.4,36.2,,,10,22
4/17/2023,post,,,SW 22,25.572,28.4,36.2,,,10,22
4/17/2023,post,,,DI 11,26.2899,23.5,,,,11,
4/17/2023,post,,,DI 11,26.3986,23.5,,,,11,
4/17/2023,post,,,DI 11,26.1712,23.4,,,,11,
