SpeciesID,Sp,SpRep,AT,ET,delWeight.g,pWeight,delWeight.g_norm,delTopLength.cm,pLength,delVolume.ml,pVolume
LK13HH,LK,13,HIGH,HIGH,2.7566252997412732,7.516336248219914,0.028537941362877343,NA,NA,NA,NA
LK13HL,LK,13,HIGH,LOW,1.5548890014683572,5.520554085347727,0.02530031422578534,NA,NA,NA,NA
LK1HH,LK,1,HIGH,HIGH,1.4520398705475799,14.734153547190655,0.03267217947036475,NA,NA,NA,NA
LK1HL,LK,1,HIGH,LOW,1.6253162414508058,19.865505117123224,0.029695144855806613,NA,NA,NA,NA
LK2HH,LK,2,HIGH,HIGH,2.4824228453684043,9.607520990235246,0.01818241166236284,NA,NA,NA,NA
LK2HL,LK,2,HIGH,LOW,3.6602450018009414,14.241585133325241,0.030338491928105418,NA,NA,NA,NA
LK4HH,LK,4,HIGH,HIGH,1.5738086328966432,6.6395729747811,0.017563632753759433,NA,NA,NA,NA
LK4HL,LK,4,HIGH,LOW,0.8342308958113627,5.0809879366278015,0.023498402770899412,NA,NA,NA,NA
LK5HH,LK,5,HIGH,HIGH,2.087461620920397,9.110631286170227,0.026642301489448784,NA,NA,NA,NA
LK5HL,LK,5,HIGH,LOW,1.4694700028162622,10.100093096043384,0.02013604271499227,NA,NA,NA,NA
LK6HH,LK,6,HIGH,HIGH,2.079988356341218,18.022749593144727,0.03226298757466625,NA,NA,NA,NA
LK7HH,LK,7,HIGH,HIGH,2.713565977323878,13.629457443190617,0.02306779290176919,NA,NA,NA,NA
LK7HL,LK,7,HIGH,LOW,1.4665869363127655,10.797423998639479,0.03984965726470031,NA,NA,NA,NA
LK8HH,LK,8,HIGH,HIGH,2.9292612101439097,15.467554659325542,0.045216440864112854,NA,NA,NA,NA
LK9HL,LK,9,HIGH,LOW,0.7429543752908749,5.075705047728285,0.012455270181809074,NA,NA,NA,NA
TO10HH,TO,10,HIGH,HIGH,-0.1593,-2.9344041851640355,-0.1593,0.20000000000000018,3.448275862068969,5,100
TO10HL,TO,10,HIGH,LOW,-2.6352,-37.889833067333825,-2.6352,-0.5,-7.575757575757576,5,100
TO10LH,TO,10,LOW,HIGH,0.91829999999999945,22.052254934921457,0.91829999999999945,1.2000000000000002,26.086956521739136,NA,NA
TO10LL,TO,10,LOW,LOW,1.9157000000000002,32.02708350748141,1.9157000000000002,1.2999999999999998,23.636363636363633,10,200
TO11HL,TO,11,HIGH,LOW,3.4259000000000004,63.02939986017589,3.4259000000000004,2,40,15,300
TO11LH,TO,11,LOW,HIGH,3.6615,103.68996375169914,3.6615,2.8999999999999995,69.04761904761904,NA,NA
TO11LL,TO,11,LOW,LOW,-0.09590000000000032,-1.9828798279712248,-0.09590000000000032,-0.3000000000000007,-5.555555555555569,5,100
TO12HH,TO,12,HIGH,HIGH,1.5881999999999996,20.522561637463166,1.5881999999999996,-1.2000000000000002,-18.750000000000004,NA,NA
TO12HL,TO,12,HIGH,LOW,-5.808,-62.19880485767526,-5.808,-2.5,-35.714285714285715,NA,NA
TO12LH,TO,12,LOW,HIGH,2.1798,32.994278448823906,2.1798,0.5999999999999996,11.111111111111104,NA,NA
TO12LL,TO,12,LOW,LOW,0.10770000000000035,1.4059134521245396,0.10770000000000035,0.20000000000000018,3.5087719298245648,10,100
TO13HH,TO,13,HIGH,HIGH,0.6388999999999996,14.088513528412964,0.6388999999999996,0.7999999999999998,14.814814814814811,15,300
TO13HL,TO,13,HIGH,LOW,4.986299999999999,88.97910383839823,4.986299999999999,3.4000000000000004,62.96296296296296,15,300
TO13LH,TO,13,LOW,HIGH,1.6538000000000004,19.992746615087047,1.6538000000000004,0.7999999999999998,13.33333333333333,5,50
TO13LL,TO,13,LOW,LOW,3.7778,55.592671620925614,3.7778,2.7,54,10,100
TO1HH,TO,1,HIGH,HIGH,2.0757000000000003,38.133818342151685,2.0757000000000003,2.3,54.76190476190476,10,200
TO1HL,TO,1,HIGH,LOW,2.1743999999999994,42.24350630427601,2.1743999999999994,2,43.47826086956522,10,200
TO1LH,TO,1,LOW,HIGH,0.007399999999999629,0.09855628362899725,0.007399999999999629,0.09999999999999964,1.6129032258064457,10,100
TO1LL,TO,1,LOW,LOW,2.198200000000001,39.01183736489966,2.198200000000001,2.6000000000000005,49.05660377358492,0,0
TO2HH,TO,2,HIGH,HIGH,-7.0161999999999995,-71.08107834297466,-7.0161999999999995,-1.7999999999999998,-23.684210526315788,0,0
