"Plot Title: CT_353_VarariSled"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739353, SEN S/N: 20739353)","Temp, °C (LGR S/N: 20739353, SEN S/N: 20739353)","Specific Conductance, μS/cm (LGR S/N: 20739353)","Salinity, ppt (LGR S/N: 20739353)"
1,02/27/23 06:00:00 AM,0.0,27.00,0.0,0.0123
2,02/27/23 06:02:00 AM,0.0,27.01,0.0,0.0123
3,02/27/23 06:04:00 AM,0.0,26.99,0.0,0.0123
4,02/27/23 06:06:00 AM,0.0,26.97,0.0,0.0123
5,02/27/23 06:08:00 AM,0.0,26.94,0.0,0.0123
6,02/27/23 06:10:00 AM,0.0,26.96,0.0,0.0123
7,02/27/23 06:12:00 AM,0.0,26.95,0.0,0.0123
8,02/27/23 06:14:00 AM,0.0,26.95,0.0,0.0123
9,02/27/23 06:16:00 AM,0.0,27.00,0.0,0.0123
10,02/27/23 06:18:00 AM,0.0,26.99,0.0,0.0123
11,02/27/23 06:20:00 AM,0.0,27.01,0.0,0.0123
12,02/27/23 06:22:00 AM,0.0,26.97,0.0,0.0123
13,02/27/23 06:24:00 AM,0.0,26.99,0.0,0.0123
14,02/27/23 06:26:00 AM,0.0,27.00,0.0,0.0123
15,02/27/23 06:28:00 AM,0.0,26.99,0.0,0.0123
16,02/27/23 06:30:00 AM,0.0,27.02,0.0,0.0123
17,02/27/23 06:32:00 AM,0.0,27.00,0.0,0.0123
18,02/27/23 06:34:00 AM,0.0,26.99,0.0,0.0123
19,02/27/23 06:36:00 AM,0.0,27.02,0.0,0.0123
20,02/27/23 06:38:00 AM,0.0,27.00,0.0,0.0123
21,02/27/23 06:40:00 AM,0.0,27.05,0.0,0.0123
22,02/27/23 06:42:00 AM,0.0,27.06,0.0,0.0123
23,02/27/23 06:44:00 AM,0.0,27.08,0.0,0.0123
24,02/27/23 06:46:00 AM,0.0,27.10,0.0,0.0123
25,02/27/23 06:48:00 AM,0.0,27.10,0.0,0.0123
26,02/27/23 06:50:00 AM,0.0,27.10,0.0,0.0123
27,02/27/23 06:52:00 AM,0.0,27.11,0.0,0.0123
28,02/27/23 06:54:00 AM,0.0,27.11,0.0,0.0123
29,02/27/23 06:56:00 AM,0.0,27.10,0.0,0.0123
30,02/27/23 06:58:00 AM,0.0,27.10,0.0,0.0123
31,02/27/23 07:00:00 AM,0.0,27.08,0.0,0.0123
32,02/27/23 07:02:00 AM,0.0,27.07,0.0,0.0123
33,02/27/23 07:04:00 AM,0.0,27.07,0.0,0.0123
34,02/27/23 07:06:00 AM,0.0,27.06,0.0,0.0123
35,02/27/23 07:08:00 AM,0.0,27.08,0.0,0.0123
36,02/27/23 07:10:00 AM,0.0,27.11,0.0,0.0123
37,02/27/23 07:12:00 AM,0.0,27.12,0.0,0.0123
38,02/27/23 07:14:00 AM,0.0,27.15,0.0,0.0123
39,02/27/23 07:16:00 AM,0.0,27.17,0.0,0.0123
40,02/27/23 07:18:00 AM,0.0,27.18,0.0,0.0123
41,02/27/23 07:20:00 AM,0.0,27.22,0.0,0.0123
42,02/27/23 07:22:00 AM,0.0,27.22,0.0,0.0123
43,02/27/23 07:24:00 AM,0.0,27.23,0.0,0.0123
44,02/27/23 07:26:00 AM,0.0,27.23,0.0,0.0123
45,02/27/23 07:28:00 AM,0.0,27.23,0.0,0.0123
46,02/27/23 07:30:00 AM,0.0,27.23,0.0,0.0123
47,02/27/23 07:32:00 AM,0.0,27.22,0.0,0.0123
48,02/27/23 07:34:00 AM,0.0,27.23,0.0,0.0123
49,02/27/23 07:36:00 AM,0.0,27.22,0.0,0.0123
50,02/27/23 07:38:00 AM,0.0,27.23,0.0,0.0123
51,02/27/23 07:40:00 AM,0.0,27.22,0.0,0.0123
52,02/27/23 07:42:00 AM,0.0,27.23,0.0,0.0123
53,02/27/23 07:44:00 AM,0.0,27.23,0.0,0.0123
54,02/27/23 07:46:00 AM,0.0,27.23,0.0,0.0123
55,02/27/23 07:48:00 AM,0.0,27.27,0.0,0.0123
56,02/27/23 07:50:00 AM,0.0,27.28,0.0,0.0123
57,02/27/23 07:52:00 AM,0.0,27.32,0.0,0.0123
58,02/27/23 07:54:00 AM,0.0,27.37,0.0,0.0123
59,02/27/23 07:56:00 AM,0.0,27.37,0.0,0.0123
60,02/27/23 07:58:00 AM,0.0,27.42,0.0,0.0123
61,02/27/23 08:00:00 AM,0.0,27.44,0.0,0.0123
62,02/27/23 08:02:00 AM,0.0,27.46,0.0,0.0123
63,02/27/23 08:04:00 AM,0.0,27.49,0.0,0.0123
64,02/27/23 08:06:00 AM,0.0,27.50,0.0,0.0123
65,02/27/23 08:08:00 AM,0.0,27.53,0.0,0.0123
66,02/27/23 08:10:00 AM,0.0,27.56,0.0,0.0123
67,02/27/23 08:12:00 AM,0.0,27.59,0.0,0.0123
68,02/27/23 08:14:00 AM,0.0,27.60,0.0,0.0123
69,02/27/23 08:16:00 AM,0.0,27.61,0.0,0.0123
70,02/27/23 08:18:00 AM,0.0,27.64,0.0,0.0123
71,02/27/23 08:20:00 AM,0.0,27.67,0.0,0.0123
72,02/27/23 08:22:00 AM,0.0,27.67,0.0,0.0123
73,02/27/23 08:24:00 AM,0.0,27.67,0.0,0.0123
74,02/27/23 08:26:00 AM,0.0,27.65,0.0,0.0123
75,02/27/23 08:28:00 AM,0.0,27.64,0.0,0.0123
76,02/27/23 08:30:00 AM,0.0,27.62,0.0,0.0123
77,02/27/23 08:32:00 AM,0.0,27.62,0.0,0.0123
78,02/27/23 08:34:00 AM,0.0,27.59,0.0,0.0123
79,02/27/23 08:36:00 AM,0.0,27.60,0.0,0.0123
80,02/27/23 08:38:00 AM,0.0,27.61,0.0,0.0123
81,02/27/23 08:40:00 AM,0.0,27.59,0.0,0.0123
82,02/27/23 08:42:00 AM,0.0,27.59,0.0,0.0123
83,02/27/23 08:44:00 AM,0.0,27.59,0.0,0.0123
84,02/27/23 08:46:00 AM,0.0,27.65,0.0,0.0123
85,02/27/23 08:48:00 AM,0.0,27.68,0.0,0.0123
86,02/27/23 08:50:00 AM,0.0,27.72,0.0,0.0123
87,02/27/23 08:52:00 AM,0.0,27.75,0.0,0.0123
88,02/27/23 08:54:00 AM,0.0,27.77,0.0,0.0123
89,02/27/23 08:56:00 AM,0.0,27.78,0.0,0.0123
90,02/27/23 08:58:00 AM,0.0,27.77,0.0,0.0123
91,02/27/23 09:00:00 AM,0.0,27.75,0.0,0.0123
92,02/27/23 09:02:00 AM,0.0,27.77,0.0,0.0123
93,02/27/23 09:04:00 AM,0.0,27.76,0.0,0.0123
94,02/27/23 09:06:00 AM,0.0,27.75,0.0,0.0123
95,02/27/23 09:08:00 AM,0.0,27.76,0.0,0.0123
96,02/27/23 09:10:00 AM,0.0,27.77,0.0,0.0123
97,02/27/23 09:12:00 AM,0.0,27.79,0.0,0.0123
98,02/27/23 09:14:00 AM,0.0,27.83,0.0,0.0123
99,02/27/23 09:16:00 AM,0.0,27.86,0.0,0.0123
100,02/27/23 09:18:00 AM,0.0,27.95,0.0,0.0123
101,02/27/23 09:20:00 AM,0.0,28.02,0.0,0.0123
102,02/27/23 09:22:00 AM,0.0,28.03,0.0,0.0123
103,02/27/23 09:24:00 AM,0.0,28.08,0.0,0.0123
104,02/27/23 09:26:00 AM,0.0,28.11,0.0,0.0123
105,02/27/23 09:28:00 AM,0.0,28.11,0.0,0.0123
106,02/27/23 09:30:00 AM,0.0,28.11,0.0,0.0123
107,02/27/23 09:32:00 AM,0.0,28.63,0.0,0.0123
108,02/27/23 09:34:00 AM,38856.6,28.71,54023.5,35.7127
109,02/27/23 09:36:00 AM,40766.2,29.03,56342.9,37.4463
110,02/27/23 09:38:00 AM,40639.5,29.01,56188.5,37.3305
111,02/27/23 09:40:00 AM,40758.8,29.06,56300.9,37.4148
112,02/27/23 09:42:00 AM,40755.0,29.12,56232.4,37.3634
113,02/27/23 09:44:00 AM,39965.0,28.97,55295.9,36.6620
114,02/27/23 09:46:00 AM,40055.5,29.02,55369.4,36.7170
115,02/27/23 09:48:00 AM,40777.4,29.15,56231.8,37.3629
116,02/27/23 09:50:00 AM,40676.7,29.19,56050.7,37.2271
117,02/27/23 09:52:00 AM,40583.8,29.14,55974.8,37.1703
118,02/27/23 09:54:00 AM,40814.9,29.19,56241.5,37.3702
119,02/27/23 09:56:00 AM,40502.3,29.15,55851.8,37.0781
120,02/27/23 09:58:00 AM,40826.1,29.19,56256.9,37.3818
121,02/27/23 10:00:00 AM,40889.9,29.24,56292.3,37.4083
122,02/27/23 10:02:00 AM,40863.6,29.24,56256.1,37.3811
123,02/27/23 10:04:00 AM,40673.0,29.20,56035.1,37.2155
124,02/27/23 10:06:00 AM,40747.5,29.23,56106.4,37.2689
125,02/27/23 10:08:00 AM,40822.4,29.26,56178.2,37.3228
126,02/27/23 10:10:00 AM,40755.0,29.26,56085.3,37.2531
127,02/27/23 10:12:00 AM,40777.4,29.28,56095.2,37.2605
128,02/27/23 10:14:00 AM,40594.9,29.26,55864.6,37.0877
129,02/27/23 10:16:00 AM,40617.2,29.29,55864.0,37.0872
130,02/27/23 10:18:00 AM,40594.9,29.31,55812.4,37.0486
131,02/27/23 10:20:00 AM,40710.2,29.31,55971.2,37.1676
132,02/27/23 10:22:00 AM,40878.6,29.34,56171.7,37.3179
133,02/27/23 10:24:00 AM,40755.0,29.31,56032.9,37.2138
134,02/27/23 10:26:00 AM,40747.5,29.34,55991.2,37.1826
135,02/27/23 10:28:00 AM,40938.8,29.37,56223.1,37.3564
136,02/27/23 10:30:00 AM,40661.8,29.34,55873.3,37.0942
137,02/27/23 10:32:00 AM,40620.9,29.33,55827.4,37.0598
138,02/27/23 10:34:00 AM,40882.4,29.40,56114.1,37.2746
139,02/27/23 10:36:00 AM,40728.9,29.37,55934.3,37.1399
140,02/27/23 10:38:00 AM,40676.7,29.36,55872.9,37.0939
141,02/27/23 10:40:00 AM,40897.4,29.40,56134.7,37.2901
142,02/27/23 10:42:00 AM,40807.4,29.40,56010.9,37.1973
143,02/27/23 10:44:00 AM,40669.3,29.40,55821.0,37.0550
144,02/27/23 10:46:00 AM,40908.7,29.42,56129.3,37.2860
145,02/27/23 10:48:00 AM,40950.0,29.48,56123.2,37.2815
146,02/27/23 10:50:00 AM,40784.9,29.45,55927.8,37.1350
147,02/27/23 10:52:00 AM,40814.9,29.48,55937.7,37.1425
148,02/27/23 10:54:00 AM,40829.8,29.51,55926.9,37.1343
149,02/27/23 10:56:00 AM,40886.1,29.55,55962.5,37.1610
150,02/27/23 10:58:00 AM,40859.8,29.58,55895.2,37.1106
151,02/27/23 11:00:00 AM,40923.7,29.55,56014.0,37.1996
152,02/27/23 11:02:00 AM,40901.1,29.58,55951.8,37.1530
153,02/27/23 11:04:00 AM,40871.1,29.60,55889.9,37.1066
154,02/27/23 11:06:00 AM,40938.8,29.62,55961.8,37.1605
155,02/27/23 11:08:00 AM,40784.9,29.62,55751.0,37.0026
156,02/27/23 11:10:00 AM,41010.4,29.67,56007.7,37.1949
157,02/27/23 11:12:00 AM,40995.3,29.71,55945.5,37.1483
158,02/27/23 11:14:00 AM,41002.8,29.72,55945.3,37.1482
159,02/27/23 11:16:00 AM,40871.1,29.74,55744.6,36.9978
160,02/27/23 11:18:00 AM,41055.7,29.74,55996.8,37.1868
161,02/27/23 11:20:00 AM,40859.8,29.74,55729.1,36.9862
162,02/27/23 11:22:00 AM,40987.7,29.75,55893.5,37.1093
163,02/27/23 11:24:00 AM,41142.8,29.78,56074.2,37.2448
164,02/27/23 11:26:00 AM,41089.8,29.85,55929.2,37.1360
165,02/27/23 11:28:00 AM,41127.7,29.83,56001.6,37.1903
166,02/27/23 11:30:00 AM,41089.8,29.84,55939.5,37.1438
167,02/27/23 11:32:00 AM,41135.3,29.90,55939.3,37.1437
168,02/27/23 11:34:00 AM,41131.5,29.88,55954.9,37.1553
169,02/27/23 11:36:00 AM,41188.4,29.82,56094.8,37.2602
170,02/27/23 11:38:00 AM,41165.6,29.88,56001.4,37.1902
171,02/27/23 11:40:00 AM,41108.7,29.89,55913.5,37.1243
172,02/27/23 11:42:00 AM,41196.0,29.86,56063.6,37.2368
173,02/27/23 11:44:00 AM,41150.4,29.80,56063.8,37.2369
174,02/27/23 11:46:00 AM,41139.1,29.93,55913.4,37.1243
175,02/27/23 11:48:00 AM,41180.8,29.88,56022.1,37.2057
176,02/27/23 11:50:00 AM,41180.8,29.89,56011.7,37.1979
177,02/27/23 11:52:00 AM,41101.1,29.91,55882.4,37.1010
178,02/27/23 11:54:00 AM,41215.1,29.83,56120.9,37.2797
179,02/27/23 11:56:00 AM,41188.4,29.95,55959.8,37.1590
180,02/27/23 11:58:00 AM,41203.6,29.94,55990.9,37.1823
181,02/27/23 12:00:00 PM,41173.2,29.90,55991.0,37.1824
182,02/27/23 12:02:00 PM,41150.4,29.90,55959.9,37.1591
183,02/27/23 12:04:00 PM,41196.0,29.95,55970.2,37.1668
184,02/27/23 12:06:00 PM,41158.0,29.97,55897.8,37.1125
185,02/27/23 12:08:00 PM,41131.5,29.97,55861.7,37.0855
186,02/27/23 12:10:00 PM,41192.2,29.93,55985.7,37.1784
187,02/27/23 12:12:00 PM,41196.0,29.91,56011.7,37.1979
188,02/27/23 12:14:00 PM,41180.8,29.91,55991.0,37.1824
189,02/27/23 12:16:00 PM,41150.4,29.93,55928.8,37.1358
190,02/27/23 12:18:00 PM,41188.4,29.91,56001.3,37.1901
191,02/27/23 12:20:00 PM,41180.8,29.93,55970.2,37.1668
192,02/27/23 12:22:00 PM,41196.0,29.97,55949.5,37.1513
193,02/27/23 12:24:00 PM,41161.8,30.00,55871.9,37.0931
194,02/27/23 12:26:00 PM,41230.3,30.05,55913.3,37.1242
195,02/27/23 12:28:00 PM,41215.1,30.00,55944.4,37.1474
196,02/27/23 12:30:00 PM,41180.8,30.04,55856.4,37.0815
197,02/27/23 12:32:00 PM,41203.6,30.01,55918.4,37.1280
198,02/27/23 12:34:00 PM,41169.4,29.97,55913.3,37.1241
199,02/27/23 12:36:00 PM,41218.9,29.93,56022.1,37.2057
200,02/27/23 12:38:00 PM,41146.6,29.99,55861.6,37.0854
201,02/27/23 12:40:00 PM,41222.7,30.08,55872.0,37.0932
202,02/27/23 12:42:00 PM,41203.6,30.10,55825.4,37.0583
203,02/27/23 12:44:00 PM,41196.0,30.10,55815.1,37.0506
204,02/27/23 12:46:00 PM,41237.9,30.06,55913.3,37.1242
205,02/27/23 12:48:00 PM,41203.6,30.11,55815.1,37.0506
206,02/27/23 12:50:00 PM,41218.9,30.08,55866.8,37.0893
207,02/27/23 12:52:00 PM,41218.9,30.07,55877.2,37.0971
208,02/27/23 12:54:00 PM,41203.6,30.10,55825.4,37.0583
209,02/27/23 12:56:00 PM,41218.9,30.11,55835.9,37.0661
210,02/27/23 12:58:00 PM,41218.9,30.11,55835.9,37.0661
211,02/27/23 01:00:00 PM,41192.2,30.05,55861.5,37.0854
212,02/27/23 01:02:00 PM,41234.1,30.07,55897.8,37.1125
213,02/27/23 01:04:00 PM,41264.6,30.07,55939.2,37.1436
214,02/27/23 01:06:00 PM,41226.5,30.06,55897.8,37.1125
215,02/27/23 01:08:00 PM,41260.8,30.12,55882.4,37.1010
216,02/27/23 01:10:00 PM,41196.0,30.08,55835.7,37.0660
217,02/27/23 01:12:00 PM,41234.1,30.12,55846.2,37.0739
218,02/27/23 01:14:00 PM,41211.3,30.11,55825.5,37.0584
219,02/27/23 01:16:00 PM,41253.2,30.06,55934.1,37.1397
220,02/27/23 01:18:00 PM,41234.1,30.13,55835.9,37.0661
221,02/27/23 01:20:00 PM,41211.3,30.10,55835.9,37.0661
222,02/27/23 01:22:00 PM,41253.2,30.13,55861.8,37.0855
223,02/27/23 01:24:00 PM,41234.1,30.13,55835.9,37.0661
224,02/27/23 01:26:00 PM,41237.9,30.12,55851.3,37.0777
225,02/27/23 01:28:00 PM,41264.6,30.08,55928.9,37.1358
226,02/27/23 01:30:00 PM,41226.5,30.11,55846.2,37.0739
227,02/27/23 01:32:00 PM,41241.7,30.15,55825.5,37.0584
228,02/27/23 01:34:00 PM,41268.4,30.18,55830.8,37.0624
229,02/27/23 01:36:00 PM,41268.4,30.17,55841.1,37.0701
230,02/27/23 01:38:00 PM,41253.2,30.17,55820.5,37.0546
231,02/27/23 01:40:00 PM,41295.1,30.18,55867.0,37.0895
232,02/27/23 01:42:00 PM,41314.2,30.11,55965.2,37.1631
233,02/27/23 01:44:00 PM,41268.4,30.10,55913.4,37.1242
234,02/27/23 01:46:00 PM,41276.0,30.11,55913.4,37.1242
235,02/27/23 01:48:00 PM,41268.4,30.15,55861.8,37.0855
236,02/27/23 01:50:00 PM,41291.3,30.06,55985.9,37.1785
237,02/27/23 01:52:00 PM,41276.0,29.99,56037.6,37.2173
238,02/27/23 01:54:00 PM,41253.2,30.10,55892.7,37.1088
239,02/27/23 01:56:00 PM,41260.8,30.01,55996.2,37.1863
240,02/27/23 01:58:00 PM,41241.7,30.05,55928.8,37.1358
241,02/27/23 02:00:00 PM,41226.5,30.11,55846.2,37.0739
242,02/27/23 02:02:00 PM,41279.9,30.06,55970.4,37.1669
243,02/27/23 02:04:00 PM,41260.8,30.02,55985.8,37.1785
244,02/27/23 02:06:00 PM,41241.7,30.02,55959.9,37.1590
245,02/27/23 02:08:00 PM,41279.9,29.95,56084.4,37.2524
246,02/27/23 02:10:00 PM,41291.3,30.05,55996.2,37.1863
247,02/27/23 02:12:00 PM,41241.7,30.11,55866.8,37.0893
248,02/27/23 02:14:00 PM,41241.7,30.07,55908.1,37.1203
249,02/27/23 02:16:00 PM,41276.0,30.06,55965.1,37.1629
250,02/27/23 02:18:00 PM,41253.2,29.99,56006.6,37.1941
251,02/27/23 02:20:00 PM,41237.9,30.08,55892.6,37.1087
252,02/27/23 02:22:00 PM,41234.1,30.08,55887.5,37.1048
253,02/27/23 02:24:00 PM,41298.9,30.08,55975.5,37.1707
254,02/27/23 02:26:00 PM,41264.6,30.06,55949.6,37.1513
255,02/27/23 02:28:00 PM,41283.7,30.11,55923.8,37.1320
256,02/27/23 02:30:00 PM,41295.1,30.16,55887.7,37.1049
257,02/27/23 02:32:00 PM,41234.1,30.12,55846.2,37.0739
258,02/27/23 02:34:00 PM,41276.0,30.07,55954.7,37.1552
259,02/27/23 02:36:00 PM,41260.8,30.05,55954.8,37.1552
260,02/27/23 02:38:00 PM,41276.0,30.12,55903.0,37.1165
261,02/27/23 02:40:00 PM,41268.4,30.15,55861.8,37.0855
262,02/27/23 02:42:00 PM,41276.0,30.13,55892.7,37.1087
263,02/27/23 02:44:00 PM,41268.4,30.11,55903.1,37.1165
264,02/27/23 02:46:00 PM,41310.4,30.15,55918.7,37.1282
265,02/27/23 02:48:00 PM,41295.1,30.12,55929.0,37.1359
266,02/27/23 02:50:00 PM,41279.9,30.12,55908.3,37.1204
267,02/27/23 02:52:00 PM,41310.4,30.16,55908.4,37.1205
268,02/27/23 02:54:00 PM,41298.9,30.12,55934.1,37.1398
269,02/27/23 02:56:00 PM,41283.7,30.13,55903.2,37.1166
270,02/27/23 02:58:00 PM,41264.6,30.17,55836.0,37.0662
271,02/27/23 03:00:00 PM,41337.2,30.24,55862.2,37.0859
272,02/27/23 03:02:00 PM,41279.9,30.17,55856.7,37.0818
273,02/27/23 03:04:00 PM,41295.1,30.12,55929.0,37.1359
274,02/27/23 03:06:00 PM,41310.4,30.11,55960.1,37.1592
275,02/27/23 03:08:00 PM,41264.6,30.15,55856.6,37.0817
276,02/27/23 03:10:00 PM,41283.7,30.20,55830.9,37.0625
277,02/27/23 03:12:00 PM,41310.4,30.13,55939.4,37.1437
278,02/27/23 03:14:00 PM,41268.4,30.13,55882.4,37.1010
279,02/27/23 03:16:00 PM,41268.4,30.10,55913.4,37.1242
280,02/27/23 03:18:00 PM,41264.6,30.07,55939.2,37.1436
281,02/27/23 03:20:00 PM,41276.0,30.08,55944.4,37.1474
282,02/27/23 03:22:00 PM,41283.7,30.07,55965.2,37.1630
283,02/27/23 03:24:00 PM,41218.9,30.08,55866.8,37.0893
284,02/27/23 03:26:00 PM,41226.5,30.13,55825.5,37.0584
285,02/27/23 03:28:00 PM,41268.4,30.08,55934.1,37.1397
286,02/27/23 03:30:00 PM,41260.8,30.02,55985.8,37.1785
287,02/27/23 03:32:00 PM,41218.9,30.06,55887.5,37.1048
288,02/27/23 03:34:00 PM,41241.7,30.02,55959.9,37.1590
289,02/27/23 03:36:00 PM,41226.5,30.06,55897.8,37.1125
290,02/27/23 03:38:00 PM,41226.5,30.05,55908.2,37.1203
291,02/27/23 03:40:00 PM,41234.1,30.05,55918.5,37.1280
292,02/27/23 03:42:00 PM,41203.6,30.02,55908.0,37.1202
293,02/27/23 03:44:00 PM,41241.7,30.00,55980.6,37.1746
294,02/27/23 03:46:00 PM,41211.3,30.01,55928.9,37.1358
295,02/27/23 03:48:00 PM,41237.9,30.00,55975.4,37.1707
296,02/27/23 03:50:00 PM,41218.9,30.00,55949.6,37.1513
297,02/27/23 03:52:00 PM,41192.2,30.00,55913.2,37.1241
298,02/27/23 03:54:00 PM,41192.2,30.02,55892.5,37.1086
299,02/27/23 03:56:00 PM,41203.6,30.00,55928.7,37.1357
300,02/27/23 03:58:00 PM,41203.6,29.96,55970.2,37.1668
301,02/27/23 04:00:00 PM,41161.8,29.97,55902.9,37.1164
302,02/27/23 04:02:00 PM,41196.0,29.99,55928.8,37.1357
303,02/27/23 04:04:00 PM,41161.8,30.00,55871.9,37.0931
304,02/27/23 04:06:00 PM,41192.2,29.99,55923.6,37.1319
305,02/27/23 04:08:00 PM,41180.8,29.97,55928.8,37.1358
306,02/27/23 04:10:00 PM,41135.3,29.97,55866.9,37.0894
307,02/27/23 04:12:00 PM,41135.3,29.97,55866.9,37.0894
308,02/27/23 04:14:00 PM,41177.0,29.96,55934.0,37.1396
309,02/27/23 04:16:00 PM,41165.6,29.96,55918.4,37.1280
310,02/27/23 04:18:00 PM,41139.1,29.96,55882.4,37.1010
311,02/27/23 04:20:00 PM,41165.6,29.97,55908.1,37.1203
312,02/27/23 04:22:00 PM,41150.4,29.94,55918.5,37.1280
313,02/27/23 04:24:00 PM,41104.9,29.97,55825.5,37.0584
314,02/27/23 04:26:00 PM,41120.1,29.96,55856.5,37.0816
315,02/27/23 04:28:00 PM,41078.4,29.94,55820.4,37.0546
316,02/27/23 04:30:00 PM,41139.1,29.95,55892.7,37.1087
317,02/27/23 04:32:00 PM,41177.0,29.94,55954.7,37.1552
318,02/27/23 04:34:00 PM,41089.8,29.94,55835.9,37.0662
319,02/27/23 04:36:00 PM,41104.9,29.94,55856.5,37.0816
320,02/27/23 04:38:00 PM,41074.6,29.94,55815.3,37.0507
321,02/27/23 04:40:00 PM,41123.9,29.93,55892.7,37.1087
322,02/27/23 04:42:00 PM,41123.9,29.93,55892.7,37.1087
323,02/27/23 04:44:00 PM,41063.3,29.93,55810.2,37.0469
324,02/27/23 04:46:00 PM,41059.5,29.93,55805.0,37.0430
325,02/27/23 04:48:00 PM,41078.4,29.91,55851.5,37.0778
326,02/27/23 04:50:00 PM,41048.1,29.90,55820.5,37.0546
327,02/27/23 04:52:00 PM,41074.6,29.91,55846.3,37.0739
328,02/27/23 04:54:00 PM,41036.8,29.91,55794.8,37.0354
329,02/27/23 04:56:00 PM,41051.9,29.88,55846.4,37.0740
330,02/27/23 04:58:00 PM,41067.1,29.89,55856.8,37.0818
331,02/27/23 05:00:00 PM,41089.8,29.89,55887.7,37.1050
332,02/27/23 05:02:00 PM,41051.9,29.88,55846.4,37.0740
333,02/27/23 05:04:00 PM,41033.0,29.88,55820.6,37.0547
334,02/27/23 05:06:00 PM,41033.0,29.86,55841.3,37.0702
335,02/27/23 05:08:00 PM,41010.4,29.85,55820.9,37.0549
336,02/27/23 05:10:00 PM,41017.9,29.85,55831.1,37.0626
337,02/27/23 05:12:00 PM,41002.8,29.86,55800.2,37.0394
338,02/27/23 05:14:00 PM,41074.6,29.84,55918.8,37.1283
339,02/27/23 05:16:00 PM,41063.3,29.83,55913.8,37.1245
340,02/27/23 05:18:00 PM,41055.7,29.82,55913.8,37.1245
341,02/27/23 05:20:00 PM,41006.6,29.83,55836.4,37.0665
342,02/27/23 05:22:00 PM,41044.4,29.80,55919.1,37.1285
343,02/27/23 05:24:00 PM,41055.7,29.82,55913.8,37.1245
344,02/27/23 05:26:00 PM,41078.4,29.80,55965.5,37.1633
345,02/27/23 05:28:00 PM,41093.6,29.79,55996.6,37.1866
346,02/27/23 05:30:00 PM,41059.5,29.79,55950.1,37.1517
347,02/27/23 05:32:00 PM,41070.8,29.79,55965.5,37.1633
348,02/27/23 05:34:00 PM,41086.0,29.78,55996.7,37.1866
349,02/27/23 05:36:00 PM,41017.9,29.78,55903.7,37.1169
350,02/27/23 05:38:00 PM,41059.5,29.75,55991.6,37.1829
351,02/27/23 05:40:00 PM,41002.8,29.74,55924.6,37.1326
352,02/27/23 05:42:00 PM,41033.0,29.73,55976.2,37.1713
353,02/27/23 05:44:00 PM,41025.5,29.73,55966.0,37.1636
354,02/27/23 05:46:00 PM,41002.8,29.74,55924.6,37.1326
355,02/27/23 05:48:00 PM,41116.3,29.73,56090.1,37.2567
356,02/27/23 05:50:00 PM,41082.2,29.73,56043.5,37.2217
357,02/27/23 05:52:00 PM,41104.9,29.72,56084.9,37.2528
358,02/27/23 05:54:00 PM,41112.5,29.71,56105.7,37.2684
359,02/27/23 05:56:00 PM,41123.9,29.69,56142.2,37.2957
360,02/27/23 05:58:00 PM,41070.8,29.71,56048.7,37.2256
361,02/27/23 06:00:00 PM,41104.9,29.68,56126.6,37.2840
362,02/27/23 06:02:00 PM,40999.0,29.67,55992.1,37.1832
363,02/27/23 06:04:00 PM,41139.1,29.68,56173.4,37.3191
364,02/27/23 06:06:00 PM,40968.9,29.66,55961.4,37.1602
365,02/27/23 06:08:00 PM,41033.0,29.66,56049.1,37.2259
366,02/27/23 06:10:00 PM,41044.4,29.64,56085.5,37.2532
367,02/27/23 06:12:00 PM,41078.4,29.64,56132.1,37.2881
368,02/27/23 06:14:00 PM,41014.1,29.63,56054.5,37.2300
369,02/27/23 06:16:00 PM,40953.8,29.62,55982.3,37.1759
370,02/27/23 06:18:00 PM,40965.1,29.62,55997.8,37.1875
371,02/27/23 06:20:00 PM,41067.1,29.62,56137.5,37.2922
372,02/27/23 06:22:00 PM,40968.9,29.61,56013.4,37.1992
373,02/27/23 06:24:00 PM,40972.6,29.60,56028.9,37.2108
374,02/27/23 06:26:00 PM,41021.7,29.58,56117.1,37.2769
375,02/27/23 06:28:00 PM,40999.0,29.58,56086.0,37.2536
376,02/27/23 06:30:00 PM,41059.5,29.58,56168.9,37.3157
377,02/27/23 06:32:00 PM,40957.6,29.56,56050.1,37.2267
378,02/27/23 06:34:00 PM,40923.7,29.55,56014.0,37.1996
379,02/27/23 06:36:00 PM,40953.8,29.53,56076.2,37.2462
380,02/27/23 06:38:00 PM,40927.5,29.53,56040.1,37.2192
381,02/27/23 06:40:00 PM,40957.6,29.52,56091.8,37.2580
382,02/27/23 06:42:00 PM,41082.2,29.56,56220.9,37.3548
383,02/27/23 06:44:00 PM,41029.3,29.53,56179.8,37.3239
384,02/27/23 06:46:00 PM,40995.3,29.51,56154.0,37.3046
385,02/27/23 06:48:00 PM,41025.5,29.52,56185.0,37.3278
386,02/27/23 06:50:00 PM,40968.9,29.51,56117.8,37.2774
387,02/27/23 06:52:00 PM,40965.1,29.48,56144.0,37.2971
388,02/27/23 06:54:00 PM,40927.5,29.47,56102.8,37.2662
389,02/27/23 06:56:00 PM,41010.4,29.48,56206.2,37.3437
390,02/27/23 06:58:00 PM,40965.1,29.47,56154.4,37.3049
